;Code;City;Region;County;FeatureVectorGlobal;RegionFeatureVectorGlobal
115;116;Мирный;Sakha;Mirninskiy;"[ 0.46864882  0.37737871  0.40105822  0.32202376  0.21067148  0.33861622
  0.22984309  0.27967453  0.20616357  0.          0.18477217  0.08169038
  0.          0.22294615 -0.          0.01913301 -0.          0.06304697
 -0.         -0.          0.1818373   0.26240168  0.31505772 -0.
  0.18419525  0.05435321  0.29646428 -0.        ]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
116;117;Нягань;Khanty-Mansi;Njagan';"[ 0.6084097   0.30391183  0.55132389  0.20633765  0.          0.2394669
  0.2394669   0.27613979  0.          0.          0.          0.
  0.         -0.         -0.          0.22927114  0.05187607 -0.
  0.07343673  0.00788055 -0.         -0.         -0.         -0.
  0.30972584 -0.          0.27425051  0.42745949]";[0.5530069752371848, 0.3985598917858061, 0.4570469326472898, 0.24677904584328267, 0.06886623902475089, 0.22101264066175438, 0.16120106647884627, 0.2338725909943718, 0.09120418011125728, 0.018912539184628308, 0.047783919972204436, 0.05299359818497, 0.0, 0.021220416403574836, 0.05894699862043251, 0.1866871378388894, 0.04903992663555692, 0.04004143795446443, 0.08924972482013263, 0.10865318554095764, 0.05703333004596469, 0.0768396256305062, 0.06503608461233763, 0.15550537170575113, 0.1489899197844621, 0.0917974356625922, 0.19499289694099323, 0.4657839987720351]
117;118;Байкит;;;"[ 0.85961759  0.28341739  0.42512609  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.49675842  0.02278213 -0.
  0.2481285  -0.         -0.         -0.          0.1078745  -0.
  0.23393838  0.21402871  0.0906441   1.05428392]";
118;119;Новый Уренгой;Yamalo-Nenets;Nadymskiy;"[ 0.42379231  0.36518523  0.34223667  0.40777073  0.22144708  0.37510396
  0.16341758  0.24093073  0.20900176  0.1178334   0.13675254  0.22994457
  0.         -0.          0.16181632  0.00134913  0.04898737  0.0133842
  0.10794608 -0.          0.00383876  0.26144267  0.03974843 -0.
 -0.         -0.         -0.          0.03038487]";[0.43949330472901443, 0.3675271983175075, 0.3585335285769424, 0.3707103823475738, 0.20273960871783883, 0.357552181802588, 0.19397204023101272, 0.251583136734003, 0.21407945439239226, 0.09946200236547595, 0.16333462198754445, 0.2035438791802047, 0.037155211169919225, 0.11126981324181706, 0.04045407884595622, 0.10001215673038544, 0.012246843334990428, 0.0057795560759028135, 0.08571550278933976, 0.0, 0.1076488791138858, 0.20448445222502437, 0.10117581808892112, 0.0, 0.006204860653012625, 0.024898095989124944, 0.13220994439183528, 0.11499278285771544]
119;120;Ставрополь;Stavropol;Stavropol';"[ 0.41155104  0.36139995  0.35646087  0.34564005  0.2366922   0.34795184
  0.21603894  0.25900023  0.22294522  0.16288324  0.18174052  0.20552863
  0.10549711  0.14780123 -0.          0.12726243 -0.         -0.
  0.15568154 -0.          0.14269201  0.1960036  -0.         -0.
 -0.         -0.         -0.          0.27181256]";[0.42879322258114055, 0.35721140910916926, 0.3605818556879889, 0.37561441233077825, 0.2270439174868663, 0.3582039995331947, 0.2030672789549953, 0.24035075961952496, 0.18887774333773533, 0.1333949980757988, 0.19345926474159492, 0.18297821608457038, 0.09749875724899468, 0.07390061436675639, 0.18127106567744095, 0.06363121548645374, 0.08452358541424987, 0.05305114400298425, 0.09313989174777884, 0.08167476534636112, 0.07134600654425705, 0.09800179843457164, 0.0, 0.08355920236756063, 0.0, 0.0, 0.0, 0.13590628183005707]
120;121;Нижнеангарск;Buryat;Severobaykal'sk;"[ 0.80048773  0.44189036  0.40491024  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.45085336 -0.         -0.
  0.30702318 -0.         -0.         -0.         -0.          0.16931776
  0.01431759  0.20386867  0.0201767   1.19268085]";[0.6797125207793979, 0.47040378957959633, 0.37897507535254193, 0.08296150858483585, 0.05206965035421816, 0.10792386290246034, 0.05484665368555182, 0.1091136901015338, 0.056485497778991735, 0.02497390256957047, 0.0322783008195017, 0.046207210492712224, 0.012486951284785235, 0.10006395010825735, 0.0, 0.35805626116621897, 0.0, 0.009793499902779442, 0.27231422546538486, 0.0, 0.0281620119223253, 0.14983918837098084, 0.09071416152161878, 0.04232943884864975, 0.12635622016890644, 0.24898149170887499, 0.17335775990074348, 0.848462429172687]
121;122;Хандыга;Sakha;Tomponskiy;"[ 0.82970921  0.37810409  0.41063356  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.5064321  -0.         -0.
  0.37400039 -0.         -0.         -0.          0.0925614  -0.
  0.09535602  0.27156329  0.02014711  1.19128091]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
122;123;Чебоксары;Chuvash;Cheboksary;"[ 0.47943879  0.35162121  0.41961281  0.28286437  0.17212149  0.33716266
  0.28071805  0.28495345  0.19465731  0.05429828  0.20092752  0.05429828
  0.05429828  0.21211262 -0.          0.07128941 -0.         -0.
 -0.         -0.          0.14702295  0.13384174  0.27263223 -0.
  0.23969169  0.03332948  0.38084574 -0.        ]";[0.47943878617569174, 0.35162120814993153, 0.41961281385150645, 0.28286437447593005, 0.1721214856408136, 0.3371626577357859, 0.28071805216052526, 0.28495345465215066, 0.19465730934011846, 0.05429828325985583, 0.2009275240016461, 0.05429828325985583, 0.05429828325985583, 0.21211262001152742, 0.0, 0.07128941066589531, 0.0, 0.0, 0.0, 0.0, 0.14702295138474986, 0.13384174071983798, 0.272632233315473, 0.0, 0.2396916879014102, 0.033329481776904875, 0.3808457370001743, 0.0]
123;124;Саранск;Mordovia;Saransk;"[ 0.47963182  0.40440436  0.40440436  0.24507314  0.1768687   0.30642268
  0.25910796  0.32109891  0.23266456  0.          0.14423021  0.11159172
  0.          0.17472961 -0.          0.04610553 -0.         -0.
 -0.         -0.          0.07426824  0.25898394  0.30730564 -0.
  0.42288313  0.17125821  0.43816628 -0.        ]";[0.4796318168382442, 0.4044043628864775, 0.4044043628864775, 0.24507313651514284, 0.17686869773855288, 0.3064226771539742, 0.25910795883084264, 0.3210989085471742, 0.23266455967789773, 0.0, 0.1442302108086213, 0.11159172387868975, 0.0, 0.17472961445206742, 0.0, 0.046105530385345386, 0.0, 0.0, 0.0, 0.0, 0.07426824172505328, 0.2589839377782032, 0.30730564082757156, 0.0, 0.4228831325824985, 0.17125820809909717, 0.43816628195547513, 0.0]
124;125;Брянск;Bryansk;Bryansk;"[ 0.69794211  0.58244156  0.3224715   0.          0.          0.09707359
  0.          0.09707359  0.2253979   0.          0.          0.
  0.         -0.         -0.          0.3278926  -0.         -0.
  0.22927654 -0.         -0.         -0.          0.17840971 -0.
  0.09942024  0.39545963  0.41020751  0.77377762]";[0.6979421054988509, 0.5824415601102553, 0.32247149702671396, 0.0, 0.0, 0.09707359335170922, 0.0, 0.09707359335170922, 0.22539790367500467, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32789260231078166, 0.0, 0.0, 0.2292765376673392, 0.0, 0.0, 0.0, 0.17840971169525743, 0.0, 0.09942024012352439, 0.39545963454974, 0.41020751456876037, 0.7737776199486542]
125;126;Нальчик;Kabardino-Balkar;Nal'chik;"[ 0.4896261   0.45723099  0.34466201  0.19166113  0.12092471  0.29954238
  0.2008516   0.3300901   0.30231178  0.06046236  0.          0.21675528
  0.          0.04109168 -0.          0.19121445 -0.         -0.
  0.24356061 -0.          0.05759265  0.28214486  0.15391912 -0.
  0.22621924  0.15988192  0.42081777  0.27297499]";[0.4896260950811093, 0.45723099023268143, 0.34466201304778005, 0.19166113251415537, 0.12092471110638249, 0.2995423787989195, 0.20085159759521495, 0.3300900956443827, 0.30231177776595625, 0.060462355553191245, 0.0, 0.2167552773634602, 0.0, 0.041091677494884175, 0.0, 0.1912144453367712, 0.0, 0.0, 0.24356061436385973, 0.0, 0.057592649999878384, 0.282144856796883, 0.15391911774976758, 0.0, 0.2262192443731208, 0.15988191785361652, 0.42081777397241676, 0.27297499353741267]
126;127;Краснодар;Krasnodar;Krasnodar;"[ 0.47094297  0.3709545   0.37798268  0.42085303  0.19008254  0.3666918
  0.16041676  0.22952066  0.16558403  0.          0.14864673  0.14864673
  0.         -0.          0.64717482 -0.          0.33854426  0.28962968
 -0.          0.60590151 -0.         -0.         -0.          0.6600667
 -0.         -0.         -0.         -0.        ]";[0.45501132936949173, 0.37180412391441575, 0.3697548432302425, 0.38941274899239703, 0.21123778109599545, 0.3583799487270082, 0.16445260994709987, 0.22939355921635396, 0.1940568307675571, 0.04682827193240591, 0.16544873086869555, 0.17012599278878077, 0.03944172862236948, 0.09437814718202603, 0.338971218314621, 0.03764812252717204, 0.14914175728874, 0.12059743506641857, 0.016486342376021992, 0.2674833613239002, 0.05469544842837564, 0.11366994931425205, 0.053160396508774695, 0.29382023608790775, 0.06078112982472114, 0.0, 0.050678571855533906, 0.07075416107619201]
127;128;Пенза;Penza;Penza;"[ 0.46002666  0.36833286  0.36593814  0.32531116  0.21503911  0.33258003
  0.22574589  0.29132462  0.2407025   0.11754093  0.11754093  0.16816305
  0.08023417  0.19734942 -0.          0.17265877 -0.         -0.
  0.04354719 -0.          0.10548321  0.19222869  0.10052809 -0.
  0.08133633 -0.          0.30624838  0.08360516]";[0.4600266559559693, 0.3683328600018113, 0.3659381443196396, 0.32531116077571376, 0.2150391063919813, 0.3325800345389053, 0.22574589308623488, 0.2913246193432365, 0.2407024969761673, 0.11754092814692399, 0.11754092814692399, 0.16816305051399325, 0.08023416565872243, 0.1973494172149096, 0.0, 0.1726587660918946, 0.0, 0.0, 0.04354718886131585, 0.0, 0.1054832105109997, 0.192228689117837, 0.10052808703395866, 0.0, 0.08133632677697561, 0.0, 0.3062483825639076, 0.08360516313267918]
128;129;Иваново;Ivanovo;Ivanovo;"[ 0.94104829  0.          0.33827225  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.38777431  0.26000635 -0.
 -0.         -0.         -0.         -0.          0.56674504 -0.
  0.5815424   0.26903952  0.37747519  0.37985379]";[0.9410482905664228, 0.0, 0.33827224955945384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3877743128871397, 0.2600063463104596, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5667450429890007, 0.0, 0.5815424038322715, 0.26903952338244347, 0.37747518731509316, 0.37985378948734594]
129;130;Толька;Krasnoyarsk;Turukhanskiy;"[ 0.80305265  0.49479062  0.3320974   0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.53864906 -0.         -0.
  0.30273115 -0.         -0.         -0.         -0.          0.12823039
  0.21806617  0.35493599  0.23856337  1.20164882]";[0.7537177243935558, 0.3258730662466827, 0.4217448793990444, 0.062350824292711084, 0.03475118201144362, 0.0675603153041036, 0.035825367078433965, 0.06012802433262702, 0.06012241060004339, 0.015170835373402192, 0.02866169285971684, 0.02797654780621649, 0.0, 0.06464313243445184, 0.07523052194135847, 0.37256064067874006, 0.07846458080049817, 0.09341770768199581, 0.19301602752117242, 0.11312795381595127, 0.02679149916411122, 0.09478201865783036, 0.09335848660447826, 0.22211981824170476, 0.21424701642732247, 0.18678079986640883, 0.15933242215542345, 0.8386605882345529]
130;131;Томск;;;"[ 4.44812762e-01  3.71515112e-01  3.51615022e-01  3.85958642e-01
  1.74813929e-01  3.59030473e-01  2.07499196e-01  2.56344308e-01
  2.10669764e-01  1.22117231e-01  1.63428370e-01  1.93097440e-01
  0.00000000e+00  2.43879987e-01  6.11008432e-04 -0.00000000e+00
  1.73303121e-02  1.14756698e-01 -0.00000000e+00 -0.00000000e+00
  8.34449738e-02  6.31607413e-01  1.07954160e-01 -0.00000000e+00
  1.59418189e-01 -0.00000000e+00 -0.00000000e+00 -0.00000000e+00]";
131;132;Эвенск;Magadan;Severo-Evenskiy;"[ 0.79304623  0.45318154  0.40706778  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.49228267 -0.         -0.
  0.38268216 -0.         -0.         -0.         -0.          0.13705326
  0.04883144  0.27789617  0.09002333  1.27162935]";[0.7245788289634506, 0.4365031605250376, 0.40027015924119463, 0.06777971500241688, 0.04352478509610177, 0.06777971500241688, 0.04290773614630323, 0.05284148379509838, 0.04352478509610177, 0.024871978856113648, 0.035604871793015073, 0.0332859413043375, 0.015250184014147924, 0.1635037526350551, 0.037606790059714026, 0.3938261351186319, 0.018229131587176158, 0.06100103858595139, 0.30614572665708245, 0.09706287613319678, 0.0, 0.17453547391928112, 0.04499486499653055, 0.20751656690671152, 0.18921064713691046, 0.2708589092647434, 0.07201866793602657, 1.017303477746018]
132;133;Вологда;Vologda;Vologodskiy;"[ 0.91110053  0.19254531  0.3644477   0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.43486298  0.07638887 -0.
  0.05581697 -0.         -0.         -0.          0.24915714 -0.
  0.21597573  0.13142704  0.24900051  0.83457553]";[0.7691486572082191, 0.31672799966638, 0.3808712077951507, 0.13670212153152184, 0.0, 0.10705031744684486, 0.0, 0.1319153663297213, 0.1266720692489583, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3194556073676998, 0.03819443337431966, 0.0, 0.027908484662851778, 0.0, 0.0784961453663214, 0.0, 0.24738522278652492, 0.0, 0.11044425188033213, 0.1277618342464209, 0.3189581796692582, 0.7084598195146851]
133;134;Тикси;Sakha;Bulunsky District;"[ 0.67192744  0.5835594   0.31219211  0.          0.          0.09397919
  0.          0.28193757  0.14895349  0.          0.          0.
  0.         -0.         -0.          0.30271127 -0.         -0.
  0.20699941 -0.          0.10649077 -0.          0.13850154 -0.
 -0.          0.19752316  0.59859431  0.96436172]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
134;135;Назрань;North Ossetia-Alania;;"[ 0.41845738  0.39622274  0.3631793   0.26230664  0.20797924  0.3339171
  0.24024218  0.30952266  0.26230664  0.18117415  0.07760003  0.20416023
  0.09792033  0.19994946 -0.          0.23481374 -0.         -0.
  0.25133487 -0.          0.10322063  0.30236743 -0.         -0.
  0.06274849  0.03481159  0.24983297  0.15832707]";[0.4197928297156496, 0.3856501687678059, 0.36264846949655555, 0.2892448952170126, 0.21608193328513203, 0.33957421601128474, 0.2359703225286005, 0.2938594063963368, 0.2503893067114802, 0.16618090012211142, 0.11034160593123411, 0.2033812775217638, 0.09665456149553855, 0.21129532071966944, 0.0, 0.2174001101948658, 0.0, 0.0, 0.20699390423604108, 0.0, 0.11283205914393055, 0.26461608213925253, 0.00304809197882839, 0.0, 0.03137424686820953, 0.01740579523804689, 0.1992104996741808, 0.14961194839102826]
135;136;Ухта;Komi;Ukhta;"[ 0.5473511   0.47422438  0.33658042  0.27445667  0.10240371  0.29226529
  0.06460955  0.29226529  0.28378564  0.          0.06460955  0.12921909
  0.          0.03932192 -0.          0.20673329 -0.         -0.
  0.02427966 -0.          0.26661775  0.03399945  0.30084709 -0.
 -0.          0.00159618  0.62313952  0.50339578]";[0.5848218192751015, 0.40824748273452033, 0.3947798687965651, 0.21130588522013832, 0.10228246377631663, 0.22169635488414147, 0.1421854779135465, 0.2328852705286691, 0.15171883047693385, 0.04826484959859539, 0.04695841440087177, 0.09889744708849794, 0.0, 0.07972992565649528, 0.024073949494363867, 0.23448674349246942, 0.024930488227958545, 0.013761970637517407, 0.10574112325608045, 0.00609729158705965, 0.06327851711219097, 0.13619646045918796, 0.1267829489918035, 0.05298897173967433, 0.18061141697349148, 0.11372422367371533, 0.2938037044459142, 0.4832165259780127]
136;137;Игарка;Krasnoyarsk;Turukhanskiy;"[ 0.85961759  0.28341739  0.42512609  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.49675842  0.02278213 -0.
  0.2481285  -0.         -0.         -0.          0.1078745  -0.
  0.23393838  0.21402871  0.0906441   1.05428392]";[0.7537177243935558, 0.3258730662466827, 0.4217448793990444, 0.062350824292711084, 0.03475118201144362, 0.0675603153041036, 0.035825367078433965, 0.06012802433262702, 0.06012241060004339, 0.015170835373402192, 0.02866169285971684, 0.02797654780621649, 0.0, 0.06464313243445184, 0.07523052194135847, 0.37256064067874006, 0.07846458080049817, 0.09341770768199581, 0.19301602752117242, 0.11312795381595127, 0.02679149916411122, 0.09478201865783036, 0.09335848660447826, 0.22211981824170476, 0.21424701642732247, 0.18678079986640883, 0.15933242215542345, 0.8386605882345529]
137;138;Горно-Алтайск;Gorno-Altay;;"[ 0.54847104  0.39269981  0.50562445  0.17722214  0.10866325  0.27423552
  0.28023188  0.23717476  0.17722214  0.          0.06855888  0.
  0.          0.01923779 -0.          0.10641991 -0.         -0.
  0.08879823 -0.         -0.          0.0384268   0.16811603 -0.
  0.24891121  0.04954741  0.31348846  0.17462321]";[0.5484710447504038, 0.3926998144951857, 0.505624447748284, 0.1772221354263936, 0.10866325483259315, 0.2742355223752019, 0.2802318768648785, 0.23717475926457238, 0.1772221354263936, 0.0, 0.06855888059380047, 0.0, 0.0, 0.019237789961721485, 0.0, 0.10641991440489273, 0.0, 0.0, 0.08879823167970541, 0.0, 0.0, 0.03842679612846129, 0.16811603222234742, 0.0, 0.24891120506290537, 0.04954741437194888, 0.31348846104796074, 0.17462321471312345]
138;139;Саскылах;Sakha;Anabarsky District;"[ 0.82970921  0.37810409  0.41063356  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.5064321  -0.         -0.
  0.37400039 -0.         -0.         -0.          0.0925614  -0.
  0.09535602  0.27156329  0.02014711  1.19128091]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
139;140;Оха;Sakhalin;;"[ 0.73220633  0.50182971  0.46047891  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.45435273 -0.         -0.
  0.47200643 -0.         -0.         -0.         -0.          0.24140289
  0.00646574  0.38261134 -0.          1.19661526]";[0.5824660910159993, 0.45503177948919704, 0.5039008878052105, 0.07249833385978252, 0.06126542327109019, 0.08299069008415999, 0.08909666609067148, 0.09986757808867192, 0.056111957294256415, 0.03430601693737037, 0.05768435669916087, 0.04574135591649383, 0.026552034850187322, 0.20498418333849092, 0.0, 0.30365005326362704, 0.0, 0.06328203749034114, 0.39309001754871353, 0.06615682893157579, 0.04561773252351177, 0.2444176108964542, 0.06279790258796868, 0.21765254161829917, 0.1508825092838217, 0.30675140112342614, 0.04490224984290514, 0.7786993702495506]
140;141;Усть-Кут;Irkutsk;Ust-Kutsky District;"[ 0.51514533  0.53592123  0.57455536  0.          0.          0.08686025
  0.08686025  0.28854351  0.13767024  0.          0.          0.
  0.         -0.         -0.          0.19753892 -0.         -0.
  0.3690789  -0.         -0.         -0.         -0.          0.0486696
  0.00565463  0.2431003   0.19310983  0.63694657]";[0.6762464157772842, 0.43081904437200097, 0.3618421284182035, 0.1005059023978382, 0.06372160993684756, 0.12627152759835383, 0.06984130551350484, 0.13908592582527066, 0.101226422002942, 0.02600914366940693, 0.04480769404395495, 0.050793919293341504, 0.014410687480712125, 0.11432158397044644, 0.11587135428224031, 0.3168947551025742, 0.050228436919259545, 0.09141320606717314, 0.1638119253026527, 0.13668781319613443, 0.02390413772449514, 0.09480518423695507, 0.09169605461252298, 0.16548429104120568, 0.1576778799842876, 0.21768041977545913, 0.29644794951551406, 0.6957729848342996]
141;142;Комсомольск-на-Амуре;Khabarovsk;Komsomol'skiy;"[ 0.          0.          0.8185617   0.          0.          0.
  0.4061753   0.4061753   0.          0.          0.          0.
  0.          0.41076023 -0.         -0.          0.16270257 -0.
  0.09500488  1.04169651 -0.          0.7791837  -0.          1.46022742
  1.21433509 -0.         -0.         -0.        ]";[0.5893672168406836, 0.33432258961392103, 0.47667950876733317, 0.0878807749705438, 0.0635736595493419, 0.11676278789946151, 0.12064646928831935, 0.1349035049886655, 0.06865113229102536, 0.012900515471751525, 0.03167556788255189, 0.05054793159378664, 0.012900515471751525, 0.16509817563056722, 0.04580462182107477, 0.252026232805019, 0.023243224455427782, 0.06218849668257568, 0.1530810775216262, 0.1702062085022003, 0.056924717364419015, 0.2627957324652336, 0.07597123080141192, 0.3153558826437845, 0.28784290980802535, 0.12411886915582716, 0.1919159046243295, 0.5354443407397447]
142;143;Казачинское;Krasnoyarsk;Kazachinsky District;"[ 0.87740125  0.37944506  0.29357877  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.51699541 -0.         -0.
  0.17622841 -0.         -0.         -0.          0.13820137 -0.
  0.21392405  0.27267753  0.35424941  1.1125006 ]";[0.7537177243935558, 0.3258730662466827, 0.4217448793990444, 0.062350824292711084, 0.03475118201144362, 0.0675603153041036, 0.035825367078433965, 0.06012802433262702, 0.06012241060004339, 0.015170835373402192, 0.02866169285971684, 0.02797654780621649, 0.0, 0.06464313243445184, 0.07523052194135847, 0.37256064067874006, 0.07846458080049817, 0.09341770768199581, 0.19301602752117242, 0.11312795381595127, 0.02679149916411122, 0.09478201865783036, 0.09335848660447826, 0.22211981824170476, 0.21424701642732247, 0.18678079986640883, 0.15933242215542345, 0.8386605882345529]
143;144;Кызыл;Tuva;Kyzyl;"[ 0.54075592  0.47273024  0.42389944  0.17485264  0.1072104   0.27056893
  0.17485264  0.24249487  0.29710616  0.          0.          0.1072104
  0.          0.01564678 -0.          0.20522349 -0.         -0.
  0.23854459 -0.          0.08663384  0.09604722  0.22535027 -0.
  0.1343126   0.18860788  0.46491994  0.41505542]";[0.5407559235308165, 0.4727302429033048, 0.4238994397920303, 0.17485263760357767, 0.1072104038942697, 0.270568934837232, 0.17485263760357767, 0.2424948713128857, 0.29710616163706627, 0.0, 0.0, 0.1072104038942697, 0.0, 0.015646776364987774, 0.0, 0.20522349000856951, 0.0, 0.0, 0.23854458853574495, 0.0, 0.08663383764154907, 0.09604721833596835, 0.22535027219024956, 0.0, 0.13431260417688842, 0.18860788211637863, 0.46491994180168467, 0.41505542014021934]
144;145;Чумикан;Novosibirsk;Novosibirsk;"[ 0.8174296   0.36712578  0.44387781  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.48202359 -0.         -0.
  0.32012885 -0.         -0.         -0.          0.00824233  0.23132416
  0.19391162  0.2508766  -0.          1.14785969]";[0.6420679133418457, 0.36704187097130175, 0.40319849461726764, 0.21922419219940967, 0.10131732898283675, 0.19122537966694117, 0.059627178749793563, 0.09618741601275368, 0.07979850672480805, 0.0, 0.09012001676436157, 0.08269412023662702, 0.0, 0.0, 0.3245212772501119, 0.24101179394830763, 0.1478301913211211, 0.13862988743726762, 0.16006442298565396, 0.25528053785268445, 0.0, 0.0, 0.00412116730090751, 0.3736179885851286, 0.0969558111944657, 0.1254382998009759, 0.0, 0.5739298457159877]
145;146;Нерюнгри;Sakha;Neryungri;"[ 0.50291434  0.37496362  0.40826923  0.313647    0.15522786  0.32792992
  0.22117312  0.29224723  0.22117312  0.05529328  0.14293106  0.05529328
  0.          0.18166144 -0.          0.10001175 -0.         -0.
 -0.         -0.          0.22603201  0.25092469  0.32181767 -0.
  0.18067933  0.04500562  0.46108239  0.03874969]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
146;147;Братск;Irkutsk;Bratsk;"[ 0.44405753  0.38369401  0.37581976  0.2902616   0.22815673  0.33362881
  0.24987681  0.27699483  0.24502396  0.0799414   0.16754944  0.15131222
  0.10087481  0.28896913 -0.          0.14018949 -0.         -0.
 -0.         -0.          0.16411501  0.19414381  0.14783768 -0.
  0.11573697 -0.          0.39655174 -0.        ]";[0.6762464157772842, 0.43081904437200097, 0.3618421284182035, 0.1005059023978382, 0.06372160993684756, 0.12627152759835383, 0.06984130551350484, 0.13908592582527066, 0.101226422002942, 0.02600914366940693, 0.04480769404395495, 0.050793919293341504, 0.014410687480712125, 0.11432158397044644, 0.11587135428224031, 0.3168947551025742, 0.050228436919259545, 0.09141320606717314, 0.1638119253026527, 0.13668781319613443, 0.02390413772449514, 0.09480518423695507, 0.09169605461252298, 0.16548429104120568, 0.1576778799842876, 0.21768041977545913, 0.29644794951551406, 0.6957729848342996]
147;148;Туруханск;Krasnoyarsk;Turukhanskiy;"[ 0.85961759  0.28341739  0.42512609  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.49675842  0.02278213 -0.
  0.2481285  -0.         -0.         -0.          0.1078745  -0.
  0.23393838  0.21402871  0.0906441   1.05428392]";[0.7537177243935558, 0.3258730662466827, 0.4217448793990444, 0.062350824292711084, 0.03475118201144362, 0.0675603153041036, 0.035825367078433965, 0.06012802433262702, 0.06012241060004339, 0.015170835373402192, 0.02866169285971684, 0.02797654780621649, 0.0, 0.06464313243445184, 0.07523052194135847, 0.37256064067874006, 0.07846458080049817, 0.09341770768199581, 0.19301602752117242, 0.11312795381595127, 0.02679149916411122, 0.09478201865783036, 0.09335848660447826, 0.22211981824170476, 0.21424701642732247, 0.18678079986640883, 0.15933242215542345, 0.8386605882345529]
148;149;Печора;;;"[ 0.          0.79277841  0.          0.          0.          0.
  0.          0.43098863  0.43098863  0.          0.          0.
  0.         -0.         -0.         -0.         -0.          0.34552147
  0.01340781 -0.          0.87243959  0.80371688 -0.         -0.
 -0.         -0.          1.46625126  0.80325603]";
