;Code;City;Region;County;FeatureVectorGlobal;RegionFeatureVectorGlobal
0;1;Назарово;Krasnoyarsk;;"[ 0.68950154  0.61329973  0.24880581  0.          0.24880581  0.
  0.15697899  0.          0.          0.          0.          0.
  0.         -0.         -0.         -0.         -0.         -0.
  0.67095293  0.26730735 -0.         -0.          0.11895503 -0.
 -0.          0.2793584   0.13241579 -0.        ]";[0.5489490921524983, 0.6316607840045212, 0.10622752636088768, 0.04165013977719606, 0.10463014427499233, 0.004761411831107688, 0.12996972504829052, 0.18321698855929225, 0.010003530307659552, 0.008549526995155115, 0.021021824032056657, 0.009522823662215376, 0.0, 0.07740027411208812, 0.10478650280642235, 0.1008926907427949, 0.07404362042793201, 0.10678778095044514, 0.5050066659648633, 0.23763907790982577, 0.09155829520241783, 0.41743706963278554, 0.47689628739703654, 0.3987247745980743, 0.4398501036050262, 0.40985263032607017, 0.14767933726101837, 0.23691911274099944]
1;2;Удомля;Tver;;"[ 0.69095879  0.72289415  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.01662133 -0.         -0.         -0.         -0.
  0.77685738  0.27683911 -0.          0.34834789  0.59172042  0.20552551
 -0.          0.45817684 -0.         -0.        ]";[0.40127042834449916, 0.6791372616648969, 0.02717771923507796, 0.0437571484680196, 0.035663199651483714, 0.0, 0.06616670007656437, 0.4044517415688575, 0.0, 0.03242051310393563, 0.003862996629568856, 0.0, 0.0, 0.05822040805154264, 0.06903423646110976, 0.2052113613116169, 0.05753615984884048, 0.20692398424478783, 0.5194099700715136, 0.15419875175592435, 0.06495851318194772, 0.6978350262586968, 0.6256853549769732, 0.7877004841418688, 0.9230314868679069, 0.5948425001120895, 0.06612207779032753, 0.11712589389371139]
2;3;Нелидово;Tver;Nelidovskiy;"[ 0.61965539  0.64608465  0.13697919  0.          0.          0.
  0.13697919  0.40134179  0.          0.          0.          0.
  0.         -0.         -0.         -0.         -0.         -0.
  0.97083285 -0.         -0.          0.48182601  0.69510276  1.00537206
  0.32863035  0.89571298 -0.         -0.        ]";[0.40127042834449916, 0.6791372616648969, 0.02717771923507796, 0.0437571484680196, 0.035663199651483714, 0.0, 0.06616670007656437, 0.4044517415688575, 0.0, 0.03242051310393563, 0.003862996629568856, 0.0, 0.0, 0.05822040805154264, 0.06903423646110976, 0.2052113613116169, 0.05753615984884048, 0.20692398424478783, 0.5194099700715136, 0.15419875175592435, 0.06495851318194772, 0.6978350262586968, 0.6256853549769732, 0.7877004841418688, 0.9230314868679069, 0.5948425001120895, 0.06612207779032753, 0.11712589389371139]
3;4;Сосенский;Kaluga;Kozel'skiy;"[ 0.          0.69216542  0.          0.          0.09708766  0.
  0.          0.71517901  0.          0.          0.          0.
  0.          0.13218712 -0.          0.52100141 -0.          0.44902989
  0.29018874 -0.         -0.          1.11437546  0.76473094  1.19265159
  2.06214453  0.51452743 -0.         -0.        ]";[0.24003468477489937, 0.6685569603140313, 0.017045495321152872, 0.015393616147851183, 0.0574091775821807, 0.0, 0.04635290598187947, 0.5655044689407305, 0.0, 0.018395178880180715, 0.017045495321152872, 0.0, 0.0, 0.08643760825331173, 0.08658856956158356, 0.3330870541782828, 0.05982000812768388, 0.2849298107977009, 0.4528898203781537, 0.12485822342001225, 0.09717906906267494, 0.8759278688165459, 0.7407034767865368, 1.0274169834448148, 1.3864640067418432, 0.5484692849137258, 0.07785262206497341, 0.1522380428005368]
4;5;Лахденпохья;Karelia;Lakhdenpokhskiy;"[ 0.          0.59857468  0.          0.          0.          0.
  0.          0.80106701  0.          0.          0.          0.
  0.          0.04891244 -0.          0.5702843  -0.          0.58001636
  0.05696066 -0.         -0.          1.23103341  0.71069175  1.14655442
  2.30522999  0.47201747 -0.         -0.        ]";[0.23531517865424773, 0.6423442317364415, 0.02116422279108139, 0.0, 0.06331987833596386, 0.0, 0.08310816862638842, 0.5168826910852492, 0.0, 0.00897603365876731, 0.012910494317131867, 0.0, 0.0, 0.18394519529491962, 0.09448733506326873, 0.3190237893348983, 0.08002335513476105, 0.3119818123705385, 0.3022832250397199, 0.24004122250953205, 0.0942039072431815, 0.7746232224196831, 0.6015703020225472, 0.9196977810354283, 1.3150743654205086, 0.413612961118972, 0.1788799027898997, 0.12595793030762803]
5;6;Новозыбков;Bryansk;;"[ 0.69514957  0.71210167  0.          0.          0.          0.
  0.09837826  0.          0.          0.          0.          0.
  0.          0.18050307 -0.         -0.         -0.         -0.
  1.07195761  0.40487078 -0.          0.45256524  0.84065262  0.6990986
 -0.          0.87308797 -0.         -0.        ]";[0.3861942053062064, 0.705016910860762, 0.0, 0.0, 0.04372091736651413, 0.0, 0.054654589674261816, 0.3160505846246833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16850040959826687, 0.0, 0.21181287421047532, 0.0, 0.233682893000098, 0.7385082448230759, 0.2249282126221548, 0.0, 0.8106212543292516, 0.8293206123761129, 0.9252127346235741, 0.9326666927503202, 0.7927133124959024, 0.0, 0.0]
6;7;Демидов;Smolensk;;"[ 0.          0.6460303   0.          0.          0.          0.
  0.          0.76331176  0.          0.          0.          0.
  0.         -0.         -0.          0.55510379 -0.          0.54096991
  0.05477546 -0.         -0.          1.42928658  0.84760438  1.0889139
  2.37433636  0.55826643 -0.         -0.        ]";[0.21558069221994092, 0.6476050588552675, 0.0367774417350123, 0.01488046568557089, 0.08524216953257563, 0.0, 0.07625186656480468, 0.587381086153602, 0.007816694786904216, 0.029946272744371703, 0.019893445962237074, 0.003908347393452108, 0.0, 0.06251228685185593, 0.09764147912506015, 0.33901821753435674, 0.06827661356814949, 0.3388793812684507, 0.41541597917564954, 0.20427642452185343, 0.08727764013557553, 0.9190159788375093, 0.6748689844447033, 0.9577835994810374, 1.4795727679803738, 0.6198823932683227, 0.15265374033349594, 0.10658341540011247]
7;8;Фокино (ЗАТО);Primorsky;Fokino (ZATO);"[ 0.          0.          0.          0.          0.          0.
  0.          1.          0.          0.          0.          0.
  0.         -0.         -0.          0.43546369  0.11133956  0.69641173
 -0.         -0.         -0.          0.9446158  -0.          0.62998171
  1.80264903  0.52097743 -0.         -0.        ]";[0.0, 0.16124198482211874, 0.0, 0.0, 0.015952786308620785, 0.0, 0.0, 0.9156141743038254, 0.0, 0.05497275702231338, 0.0, 0.0, 0.0, 0.1415601051776145, 0.11129312059612355, 0.37197793100547677, 0.13176554176138255, 0.5411886337799586, 0.09029807866739488, 0.3720638647526749, 0.14513365916117785, 0.7509049386532268, 0.10685764734809244, 0.5786236883939937, 1.5000730664025568, 0.4381065148714012, 0.24740185164144948, 0.08358634868343688]
8;9;Коломна;Moscow Oblast;Kolomna;"[ 0.          0.68080634  0.          0.          0.22141214  0.
  0.          0.69819724  0.          0.          0.          0.
  0.          0.17263629 -0.          0.49808614 -0.          0.42395222
  0.25038628 -0.         -0.          1.05894068  0.7877059   1.10708637
  1.96667554  0.35391493 -0.         -0.        ]";[0.2822264806660947, 0.6995024539531512, 0.0, 0.0, 0.07249089555311017, 0.0, 0.07117277128507331, 0.34651667511450274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2067503623007747, 0.010816996204625184, 0.2553758548924321, 0.017314717098162503, 0.24093120593482342, 0.5695794137953136, 0.20482324126015097, 0.02066165616704293, 0.7915495300462139, 0.7496818772144688, 0.8843768000870225, 1.0760706165055496, 0.6359419629706863, 0.057512766459907286, 0.02471439050208056]
9;10;Мосальск;Kaluga;Mosal'skiy;"[ 0.          0.69216542  0.          0.          0.09708766  0.
  0.          0.71517901  0.          0.          0.          0.
  0.          0.13218712 -0.          0.52100141 -0.          0.44902989
  0.29018874 -0.         -0.          1.11437546  0.76473094  1.19265159
  2.06214453  0.51452743 -0.         -0.        ]";[0.24003468477489937, 0.6685569603140313, 0.017045495321152872, 0.015393616147851183, 0.0574091775821807, 0.0, 0.04635290598187947, 0.5655044689407305, 0.0, 0.018395178880180715, 0.017045495321152872, 0.0, 0.0, 0.08643760825331173, 0.08658856956158356, 0.3330870541782828, 0.05982000812768388, 0.2849298107977009, 0.4528898203781537, 0.12485822342001225, 0.09717906906267494, 0.8759278688165459, 0.7407034767865368, 1.0274169834448148, 1.3864640067418432, 0.5484692849137258, 0.07785262206497341, 0.1522380428005368]
10;11;Арсеньев;Primorsky;Arsen'ev;"[ 0.          0.          0.          0.          0.          0.
  0.          1.          0.          0.          0.          0.
  0.         -0.         -0.          0.43546369  0.11133956  0.69641173
 -0.         -0.         -0.          0.9446158  -0.          0.62998171
  1.80264903  0.52097743 -0.         -0.        ]";[0.0, 0.16124198482211874, 0.0, 0.0, 0.015952786308620785, 0.0, 0.0, 0.9156141743038254, 0.0, 0.05497275702231338, 0.0, 0.0, 0.0, 0.1415601051776145, 0.11129312059612355, 0.37197793100547677, 0.13176554176138255, 0.5411886337799586, 0.09029807866739488, 0.3720638647526749, 0.14513365916117785, 0.7509049386532268, 0.10685764734809244, 0.5786236883939937, 1.5000730664025568, 0.4381065148714012, 0.24740185164144948, 0.08358634868343688]
11;12;Славгород;Altai;;"[ 0.          0.44278743  0.          0.          0.17129356  0.
  0.39773133  0.65217538  0.27149387  0.          0.34258712  0.
  0.          0.34492855 -0.          0.48654382 -0.          0.35706957
 -0.         -0.         -0.          0.51745752  0.23522779  0.19309065
  1.15255776  0.04339684 -0.         -0.        ]";[0.11529246498924278, 0.52104916861671, 0.07501310406245412, 0.03354202047304831, 0.17862160636024196, 0.05508618618264716, 0.19945067810906228, 0.6152516661846462, 0.06378227945531037, 0.07173115458817322, 0.15984147927783313, 0.024559136253331604, 0.0, 0.14201455960628495, 0.19894364836069556, 0.32894237004313137, 0.13148739277413288, 0.3108178055245618, 0.06785375042902335, 0.40434151622003545, 0.15435097786862775, 0.7069026795844164, 0.4188911709854801, 0.5702083819289495, 1.2504671933546152, 0.24440209036909977, 0.29730261600112534, 0.2390209746544582]
12;13;Ростов Великий;Yaroslavl;Rostovskiy;"[ 0.29183557  0.65539729  0.09206387  0.          0.18412775  0.
  0.          0.66551304  0.          0.          0.          0.
  0.         -0.         -0.          0.31202237 -0.          0.43261422
  0.30494975 -0.         -0.          0.94965297  0.52530292  0.91515043
  1.58489951  0.43582944 -0.         -0.        ]";[0.30238236627980064, 0.6982120630552705, 0.07423322753387955, 0.031185313030333908, 0.1376376588931419, 0.0, 0.10145539446587128, 0.4355482318489545, 0.0, 0.04240951524498138, 0.007341300653469369, 0.0, 0.0, 0.09151621696842832, 0.07198705715303742, 0.23151909851004385, 0.06351194278120101, 0.24636868990718053, 0.4263528236974182, 0.14804066460290258, 0.04798278491446843, 0.7395459765834355, 0.5036435035913365, 0.6016134083061372, 1.0303992907937203, 0.6073246551947471, 0.020245754868052, 0.2092470481792834]
13;14;Сорочинск;Orenburg;;"[ 0.          0.6605137   0.          0.          0.35699201  0.
  0.          0.6605137   0.          0.          0.          0.
  0.          0.14730534 -0.          0.46172596 -0.          0.32898599
 -0.         -0.         -0.          0.94544309  0.6307502   0.60908901
  1.58290935  0.03943522 -0.         -0.        ]";[0.17783094472946614, 0.6172471261020464, 0.06309608382085273, 0.04495055707071587, 0.28682542613290885, 0.06994570804405476, 0.12979658843490435, 0.603631927307314, 0.022475278535357936, 0.07687631791883656, 0.0, 0.0, 0.0, 0.11098732443791763, 0.060488530945278576, 0.24616692259269396, 0.0, 0.24003542343474127, 0.17837985944481644, 0.06557884719576694, 0.0, 0.6719384068521284, 0.38262593380016063, 0.5796205336066977, 1.0538830023245833, 0.23034371041170562, 0.026728318675973136, 0.0]
14;15;Тавда;Sverdlovsk;;"[ 0.62590298  0.72371405  0.          0.          0.          0.
  0.29066034  0.          0.          0.          0.          0.
  0.          0.30544863 -0.         -0.         -0.         -0.
  1.04295751  0.48420751 -0.          0.29778886  0.67847089  0.62163834
 -0.          0.84492395  0.12792966 -0.        ]";[0.08145428137485804, 0.6254137895858735, 0.00916632366411394, 0.005510301586231294, 0.18243348631084783, 0.00193069564796093, 0.051040443849133664, 0.6650760486999077, 0.0050311133282356, 0.026835299688065854, 0.006500244461033475, 0.0, 0.0, 0.11704341875884901, 0.11110905607669028, 0.4074927662756772, 0.07051229231536786, 0.41564060988669144, 0.3271900963145027, 0.1991744286769409, 0.11175786200014648, 0.9186185594202, 0.5924913574708934, 0.9801027069469098, 1.5837670156622896, 0.526420298136845, 0.1505034296476513, 0.10484967008058588]
15;16;Лихославль;Tver;Likhoslavl'skiy;"[ 0.          0.72433404  0.          0.          0.          0.
  0.          0.6894492   0.          0.          0.          0.
  0.          0.09210062 -0.          0.52100721 -0.          0.47829795
  0.07615613 -0.         -0.          1.34641594  0.87610312  1.08511334
  2.23232189  0.46151666 -0.         -0.        ]";[0.40127042834449916, 0.6791372616648969, 0.02717771923507796, 0.0437571484680196, 0.035663199651483714, 0.0, 0.06616670007656437, 0.4044517415688575, 0.0, 0.03242051310393563, 0.003862996629568856, 0.0, 0.0, 0.05822040805154264, 0.06903423646110976, 0.2052113613116169, 0.05753615984884048, 0.20692398424478783, 0.5194099700715136, 0.15419875175592435, 0.06495851318194772, 0.6978350262586968, 0.6256853549769732, 0.7877004841418688, 0.9230314868679069, 0.5948425001120895, 0.06612207779032753, 0.11712589389371139]
16;17;Орёл;Oryol;Orel;"[ 0.45357125  0.50129416  0.25612765  0.12532354  0.29453787  0.
  0.30123737  0.36861682  0.17591383  0.18798531  0.27943588  0.06266177
  0.          0.27247965 -0.         -0.         -0.          0.21115957
  0.7093499  -0.         -0.         -0.         -0.          0.70502295
  0.24928935  0.4194534  -0.         -0.        ]";[0.1545750318693542, 0.6593207615888751, 0.049334428698465584, 0.017903362709347077, 0.13802721002679744, 0.0, 0.0557786732156051, 0.613762753974734, 0.02513054671173404, 0.026855044064020617, 0.03991941087299713, 0.008951681354673538, 0.0, 0.1557960769226236, 0.0, 0.33921703339048076, 0.0, 0.3910492509415944, 0.45871016156094185, 0.0, 0.0, 0.9464816593333775, 0.6798872600482095, 1.083386200215111, 1.541330273757932, 0.6328567935865191, 0.0, 0.0]
17;18;Кондрово;Kaluga;Dzerzhinskiy;"[ 0.          0.58353699  0.          0.          0.          0.
  0.          0.81208656  0.          0.          0.          0.
  0.         -0.         -0.          0.58806314 -0.          0.56087833
 -0.         -0.         -0.          1.39398215  0.81569039  0.98380183
  2.48596151  0.40097073 -0.         -0.        ]";[0.24003468477489937, 0.6685569603140313, 0.017045495321152872, 0.015393616147851183, 0.0574091775821807, 0.0, 0.04635290598187947, 0.5655044689407305, 0.0, 0.018395178880180715, 0.017045495321152872, 0.0, 0.0, 0.08643760825331173, 0.08658856956158356, 0.3330870541782828, 0.05982000812768388, 0.2849298107977009, 0.4528898203781537, 0.12485822342001225, 0.09717906906267494, 0.8759278688165459, 0.7407034767865368, 1.0274169834448148, 1.3864640067418432, 0.5484692849137258, 0.07785262206497341, 0.1522380428005368]
18;19;Тосно;Leningrad;Tosnenskiy;"[ 0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.30003244e-01  2.44567484e-04  3.10566146e-01
 -0.00000000e+00  6.46795931e-03 -0.00000000e+00 -0.00000000e+00
  2.87348689e-01  5.14855815e-01  4.84601455e-01  6.48433386e-01
  3.92175451e-01  1.04354151e-01 -0.00000000e+00  5.42239828e-01]";[0.5308776788387998, 0.5748707742363319, 0.03290310309397714, 0.0, 0.11372147045303076, 0.0, 0.26358798414467277, 0.12643847017399049, 0.0, 0.0, 0.03619030902123398, 0.006762779114260201, 0.0, 0.24978582329844642, 0.00392616713262326, 0.0761644711727637, 0.04670870631614258, 0.06532843049412007, 0.606852298921356, 0.43560418430607156, 0.0205249063276933, 0.3533196876293241, 0.5558691469434801, 0.42912473592052713, 0.39765351067625093, 0.4217381164331146, 0.24802911770840982, 0.047490266661003575]
19;20;Новочеркасск;Rostov;;"[ 0.42703191  0.46535113  0.26943482  0.11752978  0.36715877  0.15190504
  0.33333945  0.32819971  0.09314015  0.15190504  0.28835289  0.15190504
  0.          0.28764449 -0.         -0.         -0.          0.06356034
  0.2424396   0.07124612  0.26368308 -0.         -0.          0.75511031
  0.40306874 -0.         -0.          0.24353452]";[0.3955011874048859, 0.6154898013640949, 0.0876584438790073, 0.020360298371636353, 0.1890372872280543, 0.01540728329732905, 0.14670556366078136, 0.3979855686590388, 0.030895738654713026, 0.06746181054661754, 0.1062223684074125, 0.02222804038896688, 0.0, 0.17851689669717263, 0.15608463934549666, 0.1333253629445252, 0.08097800739291472, 0.19715216809372033, 0.6537876371643863, 0.3068643947467167, 0.1478358939202607, 0.5230979283028953, 0.44465213847141183, 0.6405635989928377, 0.6768804589033951, 0.6318088922418809, 0.18046908698658948, 0.1689014504613386]
20;21;Муром;Vladimir;;"[ 0.56596222  0.58848874  0.15517249  0.24594257  0.20055753  0.
  0.2684043   0.31034497  0.          0.20055753  0.          0.
  0.         -0.          0.24073433 -0.          0.11754074 -0.
  0.54999393  0.71494927 -0.         -0.         -0.         -0.
 -0.          0.28054945  0.5219701   0.00432972]";[0.267333172510584, 0.6694313394867997, 0.04863623324609994, 0.0639202298972891, 0.14719345931611225, 0.0, 0.08236903094387116, 0.49228551131948, 0.0, 0.06595874768969202, 0.0, 0.0, 0.0, 0.09820866655617695, 0.12405058285569572, 0.24231178644476242, 0.07669203945242525, 0.2796203346612183, 0.3677646916833353, 0.25229845493134007, 0.05690133751407532, 0.6436435450792081, 0.4143256628195507, 0.6538269337889698, 0.9860093361122145, 0.48705719927643343, 0.154822029619734, 0.09597729136176979]
21;22;Медвежьегорск;Karelia;Medvezh'egorskiy;"[ 0.54362196  0.83933019  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.27003369 -0.         -0.         -0.         -0.
  0.79497842  0.28345638 -0.          0.33463199  0.70613911  0.78910523
 -0.          0.53208012 -0.         -0.        ]";[0.23531517865424773, 0.6423442317364415, 0.02116422279108139, 0.0, 0.06331987833596386, 0.0, 0.08310816862638842, 0.5168826910852492, 0.0, 0.00897603365876731, 0.012910494317131867, 0.0, 0.0, 0.18394519529491962, 0.09448733506326873, 0.3190237893348983, 0.08002335513476105, 0.3119818123705385, 0.3022832250397199, 0.24004122250953205, 0.0942039072431815, 0.7746232224196831, 0.6015703020225472, 0.9196977810354283, 1.3150743654205086, 0.413612961118972, 0.1788799027898997, 0.12595793030762803]
22;23;Курск;Kursk;Kursk;"[ 0.44762363  0.51988373  0.21382392  0.          0.28704208  0.
  0.06436741  0.46279041  0.19310224  0.25147644  0.28704208  0.
  0.         -0.         -0.         -0.         -0.          0.38644503
  0.97125194 -0.         -0.          0.32010354 -0.          0.47017945
  0.3213654   0.86490494 -0.         -0.        ]";[0.15624225636397945, 0.6628599762832578, 0.030546274360369854, 0.0, 0.1394367596347608, 0.0, 0.022277177360314034, 0.6212086023728532, 0.02758603451475875, 0.03592520627194766, 0.041006011515978324, 0.0, 0.0, 0.11751192304137166, 0.0, 0.34433753015329355, 0.0, 0.412957951715371, 0.4982043732388014, 0.0, 0.0, 0.9948455261842363, 0.7011725550624488, 1.0691015265761654, 1.5524270641562785, 0.689664669230563, 0.0, 0.0]
23;24;Белгород;Belgorod;;"[ 0.39203045  0.44627547  0.27617093  0.20274036  0.33933671  0.13414152
  0.32520249  0.34842249  0.15567907  0.20757209  0.2742755   0.15567907
  0.05189302 -0.          1.09672273 -0.          0.28651304 -0.
 -0.          0.77226958  0.92299944 -0.         -0.         -0.
 -0.         -0.          0.30755172  0.81702203]";[0.16939372567048297, 0.6131945464468317, 0.06094201340855281, 0.028962908679064012, 0.28940280744070457, 0.019163073808963597, 0.09513947503516824, 0.5976435983189091, 0.02223986669472086, 0.054601138647368805, 0.03918221359182609, 0.02223986669472086, 0.0074132888982402865, 0.1532699532196267, 0.15667467572053786, 0.3108493096463608, 0.04093043358280918, 0.2894887725521285, 0.35205177041185215, 0.11032422583418498, 0.131857062577635, 0.7658216793112335, 0.6082652899222231, 0.8718375423127268, 1.3053785476067579, 0.4232907140298003, 0.04393596039161248, 0.11671743254706334]
24;25;Боготол;Krasnoyarsk;Bogotol;"[ 0.73609241  0.62723142  0.          0.          0.          0.
  0.25445767  0.          0.          0.          0.          0.
  0.          0.13812548 -0.         -0.         -0.         -0.
  0.88543739  0.60086787 -0.          0.36672383  0.76143691  0.17111797
 -0.          0.62778227  0.39922472 -0.        ]";[0.5489490921524983, 0.6316607840045212, 0.10622752636088768, 0.04165013977719606, 0.10463014427499233, 0.004761411831107688, 0.12996972504829052, 0.18321698855929225, 0.010003530307659552, 0.008549526995155115, 0.021021824032056657, 0.009522823662215376, 0.0, 0.07740027411208812, 0.10478650280642235, 0.1008926907427949, 0.07404362042793201, 0.10678778095044514, 0.5050066659648633, 0.23763907790982577, 0.09155829520241783, 0.41743706963278554, 0.47689628739703654, 0.3987247745980743, 0.4398501036050262, 0.40985263032607017, 0.14767933726101837, 0.23691911274099944]
25;26;Севск;Bryansk;Sevskiy;"[ 0.69514957  0.71210167  0.          0.          0.          0.
  0.09837826  0.          0.          0.          0.          0.
  0.          0.18050307 -0.         -0.         -0.         -0.
  1.07195761  0.40487078 -0.          0.45256524  0.84065262  0.6990986
 -0.          0.87308797 -0.         -0.        ]";[0.3861942053062064, 0.705016910860762, 0.0, 0.0, 0.04372091736651413, 0.0, 0.054654589674261816, 0.3160505846246833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16850040959826687, 0.0, 0.21181287421047532, 0.0, 0.233682893000098, 0.7385082448230759, 0.2249282126221548, 0.0, 0.8106212543292516, 0.8293206123761129, 0.9252127346235741, 0.9326666927503202, 0.7927133124959024, 0.0, 0.0]
26;27;Починок;Smolensk;;"[ 0.          0.6460303   0.          0.          0.          0.
  0.          0.76331176  0.          0.          0.          0.
  0.         -0.         -0.          0.55510379 -0.          0.54096991
  0.05477546 -0.         -0.          1.42928658  0.84760438  1.0889139
  2.37433636  0.55826643 -0.         -0.        ]";[0.21558069221994092, 0.6476050588552675, 0.0367774417350123, 0.01488046568557089, 0.08524216953257563, 0.0, 0.07625186656480468, 0.587381086153602, 0.007816694786904216, 0.029946272744371703, 0.019893445962237074, 0.003908347393452108, 0.0, 0.06251228685185593, 0.09764147912506015, 0.33901821753435674, 0.06827661356814949, 0.3388793812684507, 0.41541597917564954, 0.20427642452185343, 0.08727764013557553, 0.9190159788375093, 0.6748689844447033, 0.9577835994810374, 1.4795727679803738, 0.6198823932683227, 0.15265374033349594, 0.10658341540011247]
27;28;Оса;Perm;;"[ 0.          0.69606485  0.          0.          0.26990745  0.
  0.          0.66531473  0.          0.          0.          0.
  0.          0.22280051 -0.          0.43318287 -0.          0.41171381
  0.14304097 -0.         -0.          1.04806988  0.76483859  1.0060447
  1.74063368  0.28858755 -0.         -0.        ]";[0.295364165739039, 0.6649680198339663, 0.04903844278243007, 0.012475557265975898, 0.1928550969752586, 0.0, 0.1389805771009249, 0.46156746350097855, 0.002886572148373754, 0.014745622218026925, 0.01727037455468014, 0.0, 0.0, 0.17326135459597447, 0.09327667008650517, 0.22760154434880242, 0.05304916786522832, 0.24666376194208225, 0.45516081088214344, 0.17657261789254514, 0.08829675931228943, 0.6268972535059228, 0.5099317403607668, 0.7503759850240693, 0.9493873060493975, 0.45785856760683813, 0.12180321284677711, 0.1513077003294423]
28;29;Алушта;Crimea;Alushtynska;"[ 0.39771749  0.54927491  0.18109688  0.          0.3007954   0.
  0.25420161  0.55499701  0.          0.21024696  0.          0.
  0.         -0.         -0.         -0.         -0.          0.21000762
  0.91142895 -0.         -0.          0.5999252   0.16854157  0.19325337
  0.48026143  1.24844052 -0.         -0.        ]";[0.27980858618474946, 0.4865806800600485, 0.14635640499170532, 0.06918978944977981, 0.426052958529635, 0.03825024139540581, 0.2211856412358397, 0.46036216561731963, 0.030710140593809845, 0.1355753943908679, 0.0925883774607021, 0.06946666856315942, 0.005554772146519228, 0.16166300720488916, 0.10464913435880337, 0.08412720915913885, 0.049161641221954294, 0.138161729247917, 0.4977165832442898, 0.07518174770955048, 0.06053191409692296, 0.2583237762815311, 0.23180596158458536, 0.44637657650622287, 0.4208583882862408, 0.5109915853814272, 0.0, 0.045121474369426824]
29;30;Подпорожье;Leningrad;Podporozhskiy;"[ 0.          0.79967458  0.          0.          0.30052063  0.
  0.          0.51981528  0.          0.          0.          0.
  0.          0.35016835 -0.          0.37786823 -0.          0.26821202
  0.17434448 -0.         -0.          0.88865217  0.80696705  1.06216123
  1.45292773  0.1438394  -0.         -0.        ]";[0.5308776788387998, 0.5748707742363319, 0.03290310309397714, 0.0, 0.11372147045303076, 0.0, 0.26358798414467277, 0.12643847017399049, 0.0, 0.0, 0.03619030902123398, 0.006762779114260201, 0.0, 0.24978582329844642, 0.00392616713262326, 0.0761644711727637, 0.04670870631614258, 0.06532843049412007, 0.606852298921356, 0.43560418430607156, 0.0205249063276933, 0.3533196876293241, 0.5558691469434801, 0.42912473592052713, 0.39765351067625093, 0.4217381164331146, 0.24802911770840982, 0.047490266661003575]
30;31;Фурманов;Ivanovo;;"[ 0.          0.69616096  0.          0.          0.09837206  0.
  0.          0.71111382  0.          0.          0.          0.
  0.          0.15349709 -0.          0.47657897 -0.          0.52578651
  0.32169654 -0.         -0.          1.25819127  0.8151556   1.2078554
  2.09850006  0.69224499 -0.         -0.        ]";[0.1522930589171153, 0.6763632146750463, 0.02947683664232425, 0.02692923005187144, 0.17718990413237404, 0.003937445461635425, 0.06928181130538984, 0.5846913338887414, 0.0, 0.01741612532946235, 0.01499125235869101, 0.003937445461635425, 0.0, 0.14668540156216367, 0.06949879473866982, 0.3581812087163921, 0.04596419643540194, 0.3357048320105013, 0.3324728298540477, 0.11025170132724099, 0.07353863795360044, 0.9300249014072999, 0.7046206959422484, 0.9203568861740011, 1.4742720175165709, 0.4850498456081735, 0.04806309628960079, 0.09695852692018317]
31;32;Нижнекамск;Tatarstan;Nizhnekamsky District;"[ 0.5169046   0.50593513  0.16864504  0.          0.33729009  0.
  0.45199298  0.31920953  0.          0.          0.16864504  0.
  0.          0.30796269 -0.         -0.          0.41977373 -0.
  0.51963766  1.15968233 -0.         -0.         -0.         -0.
 -0.         -0.          0.7828197  -0.        ]";[0.16498343813789354, 0.6483341737687999, 0.05873343206463546, 0.043899351236048066, 0.2593036117922224, 0.014230447140472646, 0.1091491988309554, 0.5565984081498823, 0.0, 0.061356506944522625, 0.03197506319300129, 0.008965979964943646, 0.0, 0.15215927536395504, 0.18330231686799614, 0.2894093213908159, 0.1228745865994647, 0.26436847372241534, 0.2142677330925081, 0.2194136598935184, 0.17091151930835077, 0.7498534325656112, 0.4956416159428618, 0.6855263374291313, 1.1624930544362873, 0.3261443011363821, 0.1615044145738898, 0.26723781383888967]
32;33;Абаза;Khakassia;Tashtypskiy;"[ 0.          0.78372454  0.          0.          0.          0.
  0.          0.62110857  0.          0.          0.          0.
  0.          0.16510906 -0.          0.47307992 -0.          0.41073916
  0.10864152 -0.         -0.          1.25767946  0.88711134  1.09009865
  2.0688007   0.46965726 -0.         -0.        ]";[0.35616914313556713, 0.6937122894121612, 0.03256304465037716, 0.05161120468015646, 0.03256304465037716, 0.0, 0.09768913395113149, 0.31055428264727114, 0.0, 0.0, 0.0, 0.03256304465037716, 0.0, 0.1335446675862326, 0.051571282606427855, 0.26105926238506594, 0.011957718214487894, 0.20536957887833407, 0.2602130920900064, 0.1927441233491538, 0.0, 0.6549016539643744, 0.7188160458245902, 0.8045212443850094, 1.1149458701298265, 0.32652653833222306, 0.018973216045060266, 0.0]
